postalcode;street;lat;lng;price;area;volume;floors;year_build;has_garden;type;photos;rooms
1077 GS Amsterdam;Schubertstraat 6;5.234.811;4.877.913;1600000;274;944;3;1930;1;woonhuis;39;12
1087 DK Amsterdam;Bert Haanstrakade;5.235.963;4.995.629;20000;0;0;1;0;0;parkeergelegenheid;1;1
1097 BZ Amsterdam;Simon Stevinstraat 16 D;5.235.421;4.927.637;420000;76;207;1;1907;0;appartement;19;3
1055 TS Amsterdam;Bestevâerstraat 182;5.237.869;4.858.457;210000;0;0;1;0;0;onbekend;1;1
1060 SM Amsterdam;Pennyhof 30;5.234.661;4.787.517;350000;137;462;2;1998;1;woonhuis;26;5
1016 AA Amsterdam;Singel 204 A-B;523.741;4.888.642;2950000;263;900;1;1925;0;appartement;30;6
1072 CA Amsterdam;Saenredamstraat 7 d;5.235.593;4.887.481;200000;28;99;4;1880;0;appartement;22;1
1033 JS Amsterdam;Druivenstraat 49;5.241.126;4.903.109;449011;132;630;2;1980;1;woonhuis;25;6
1017 JZ Amsterdam;Prinsengracht 759;5.236.346;4.887.354;3200000;246;738;2;1960;1;appartement;14;4
1016 PA Amsterdam;Rozenstraat 208 -B;5.237.193;4.877.407;325000;45;113;1;2007;0;appartement;20;2
1055 PD Amsterdam;Van Gentstraat 53;5.238.453;4.851.439;275000;0;0;1;0;0;onbekend;1;1
1011 BA Amsterdam;Schippersstraat 10 C;5.237.346;4.905.566;295000;47;125;1;2012;0;appartement;18;2
1077 BZ Amsterdam;Michelangelostraat 95 -I;5.234.534;4.871.604;350000;59;192;1;1931;0;appartement;17;2
1082 SG Amsterdam;Asingaborg 123;523.334;4.870.275;275000;60;165;1;1965;0;appartement;18;3
1061 BV Amsterdam;Blauwvoetstraat 12 II;5.237.655;4.839.449;195000;51;140;1;1952;0;appartement;17;3
1019 RS Amsterdam;Sumatrakade 1493;523.796;49.236;350000;70;176;1;1997;0;appartement;1;3
1015 XV Amsterdam;Marnixkade 60 H;523.798;4.879.416;825000;122;360;4;1906;1;appartement;20;3
1102 XA Amsterdam;Dalsteindreef 354;5.232.648;494.768;99000;34;105;4;1983;0;appartement;13;1
1013 Amsterdam;Silodam;5.238.232;4.894.955;0;0;0;1;0;0;parkeergelegenheid;3;1
1012 VJ Amsterdam;Singel 143 -4;523.749;4.890.281;425000;59;181;2;1906;0;appartement;26;2
1065 EG Amsterdam;Jacques Veltmanstraat;5.235.589;4.832.954;22500;0;0;1;0;0;parkeergelegenheid;1;1
1051 XA Amsterdam;Van Beuningenplein 172;5.238.101;4.869.369;475000;84;225;2;1914;0;appartement;27;3
1096 AK Amsterdam;State Amsterdam;5.233.953;4.926.469;1365094;220;572;1;2019;0;appartement;6;6
1097 BM Amsterdam;Holland Park;5.232.876;4.964.423;579500;124;411;1;2018;1;appartement;13;4
1017 VD Amsterdam;Nieuwe Looiersstraat 74;5.236.063;4.892.934;1195000;171;579;4;1906;1;woonhuis;32;7
1069 DA Amsterdam;Wolbrantskerkweg 76 D;5.235.612;4.797.614;284500;92;288;9;2004;0;appartement;25;3
1072 NN Amsterdam;Eerste Jan Steenstraat 70 I;5.235.386;4.890.044;249000;50;125;1;1893;0;appartement;18;3
1025 NM Amsterdam;Voornestraat 10;5.239.293;492.983;349000;84;210;2;1933;1;woonhuis;9;4
1012 GR Amsterdam;Heintje Hoekssteeg 5 C;5.237.553;4.898.847;575000;103;253;4;1991;0;appartement;27;3
1052 KH Amsterdam;Van Oldenbarneveldtstraat 90 III;5.237.415;4.873.662;225000;47;114;1;1906;0;appartement;22;2
1074 EH Amsterdam;Kuipersstraat 75 I;5.235.372;4.903.608;299000;51;170;4;1906;0;appartement;22;2
1068 WL Amsterdam;Nicolaas Anslijnstraat 29;5.235.808;4.807.811;189000;81;202;2;1962;0;appartement;39;3
1021 PP Amsterdam;Binnendraaierij 23;523.828;491.571;225000;64;196;1;1981;0;appartement;14;2
1107 XC Amsterdam;Wethouder Insingerstraat 45;5.229.235;4.985.138;159500;68;170;2;1985;0;appartement;20;3
1074 VL Amsterdam;Tolstraat 122 II;5.235.226;4.904.052;275000;59;192;1;1907;0;appartement;11;1
1103 PS Amsterdam;Geerdinkhof 86;5.232.411;498.402;349000;149;387;2;1977;1;woonhuis;22;6
1069 LK Amsterdam;Baden Powellweg 62 -A;5.235.482;4.792.438;275000;94;310;1;2008;0;appartement;34;3
1082 LT Amsterdam;Arent Janszoon Ernststraat 208;523.325;4.876.698;625000;104;420;2;2007;1;woonhuis;31;4
1018 AK Amsterdam;Funenpark 540;5.236.807;4.931.308;490000;90;345;1;2007;1;appartement;17;3
1034 LG Amsterdam;Bramzeilhof 20;5.240.847;492.128;218000;0;0;1;0;0;onbekend;1;1
1019 HC Amsterdam;Veembroederhof 152;5.237.644;4.923.439;489000;94;290;1;2006;0;appartement;34;3
1075 NB Amsterdam;Cornelis Krusemanstraat 1;5.235.133;4.863.844;269000;0;0;1;0;0;onbekend;1;1
1063 AL Amsterdam;Harry Koningsbergerstraat 278;5.238.406;4.838.031;135000;30;78;1;1959;0;appartement;19;1
1079 WP Amsterdam;Kribbestraat 59 I;5.234.087;4.903.968;285000;56;148;1;1935;0;appartement;23;3
1077 HG Amsterdam;Brahmsstraat 2 -A;5.234.837;4.879.424;1198000;185;518;2;1930;1;appartement;47;5
1073 GE Amsterdam;Rustenburgerstraat 289 C;5.235.208;4.896.525;289000;50;160;1;1896;0;appartement;24;3
1013 NN Amsterdam;Barentszstraat 267 III+IV;5.238.871;4.886.862;400000;75;215;2;1906;1;appartement;25;4
1077 HZ Amsterdam;Beethovenstraat 109 4;5.234.527;4.876.891;495000;86;304;2;1931;1;appartement;18;3
1098 XB Amsterdam;Carolina MacGillavrylaan 472;5.235.717;494.545;375000;98;332;1;2007;0;appartement;19;3
1021 LK Amsterdam;IJplein 305;5.238.151;4.911.472;315000;62;192;1;1984;0;appartement;28;2
1078 AL Amsterdam;Amstelkade 72 B;5.234.804;4.899.091;675000;129;439;2;1924;0;appartement;34;7
1063 PV Amsterdam;Adolphine Eduardine Kokplantsoen 14;523.799;48.167;250000;93;280;1;1997;0;appartement;33;4
1081 HR Amsterdam;Pekkendam 8;5.233.132;4.859.385;1700000;242;720;2;1964;1;woonhuis;26;7
1060 PD Amsterdam;Pasubio 13;5.234.961;4.774.881;275000;84;281;2;1994;1;woonhuis;20;3
1098 CB Amsterdam;Hogeweg 2 A2;5.235.387;4.931.128;740000;143;450;2;1900;0;appartement;20;6
1013 AW Amsterdam;Silodam 384;523.922;4.890.535;38000;0;0;1;0;0;parkeergelegenheid;1;1
1055 BN Amsterdam;Sanderijnstraat 29 III;5.237.731;4.850.496;285000;50;165;1;1940;1;appartement;21;3
1066 DA Amsterdam;Gerrit van der Puijstraat 4;5.234.085;47.934;415000;129;441;3;1993;1;woonhuis;31;6
1017 BA Amsterdam;Beulingstraat 6 /B;5.236.803;4.887.463;650000;124;353;1;1906;0;appartement;25;2
1058 XK Amsterdam;Bonairestraat 64 hs;5.236.167;4.855.427;299000;59;227;1;1930;1;appartement;17;3
1068 WX Amsterdam;Nicolaas Anslijnstraat 145;5.235.742;4.808.122;200000;82;200;2;1963;0;appartement;33;3
1092 BB Amsterdam;Beukenplein 53;5.235.673;4.918.665;395000;82;237;1;1997;0;appartement;18;3
1082 MS Amsterdam;Gustav Mahlerplein 227;5.233.618;4.873.575;945000;157;471;1;2009;0;appartement;35;3
1055 RZ Amsterdam;Nieuwpoortstraat 86 B6;5.238.438;4.858.248;237500;49;174;1;2017;1;appartement;20;2
1016 XM Amsterdam;Raamstraat 4;5.236.654;4.881.947;895000;135;464;6;1906;1;woonhuis;37;9
1106 DS Amsterdam;Wamelplein 107;522.987;498.747;139500;60;177;4;1983;0;appartement;20;2
1013 Amsterdam;Narva Eiland West (Bouwnr. 71);5.238.232;4.894.955;753919;142;355;2;2017;0;woonhuis;10;6
1072 CV Amsterdam;Albert Cuypstraat 40 -3;5.235.452;4.888.628;250000;37;89;1;1906;0;appartement;19;2
1086 ZR Amsterdam;William Barlowlaan 56;5.236.042;4.979.872;765000;208;804;4;2009;1;woonhuis;48;8
1037 RS Amsterdam;Zijkanaal H-weg 61;5.242.082;4.860.229;585000;0;0;1;0;0;onbekend;1;1
1068 NK Amsterdam;Pieter Calandlaan 395;523.539;481.019;199000;80;270;2;1965;0;appartement;17;3
1064 HB Amsterdam;Slotermeerlaan 18 B;5.237.212;4.819.567;395000;119;315;1;1999;0;appartement;14;3
1019 MA Amsterdam;Levantplein 1 *;5.237.679;4.942.115;1960000;407;1400;4;1992;0;woonhuis;41;10
1055 NH Amsterdam;Admiraal De Ruijterweg 482;5.238.461;4.847.953;300000;62;233;1;1931;1;appartement;18;3
1058 NK Amsterdam;Legmeerplein 19 III;52.353;4.851.905;295000;61;155;1;1932;0;appartement;18;3
1051 NW Amsterdam;Haarlemmerweg 271 -A;5.238.513;4.868.556;375000;80;192;9;1996;0;appartement;15;3
1015 NT Amsterdam;Tweede Anjeliersdwarsstraat 8 C;5.237.782;4.881.328;275000;41;188;2;1974;0;appartement;18;3
1066 PB Amsterdam;Mechelensingel 49;5.234.758;4.807.754;319500;110;377;3;1992;1;woonhuis;29;4
1057 GV Amsterdam;Van Speijkstraat 135 huis;5.237.036;4.859.932;750000;135;452;2;1924;1;appartement;28;4
1087 LB Amsterdam;Ben van Meerendonkstraat 39;5.235.139;5.007.872;250000;81;263;1;2001;0;appartement;27;3
1019 CV Amsterdam;Dick Greinerstraat 86;5.236.859;4.940.529;250000;63;190;1;1987;0;appartement;22;3
1073 TB Amsterdam;Karel du Jardinstraat 53 HS+PP;5.235.155;4.895.647;550000;83;328;1;2000;1;appartement;39;3
1036 KC Amsterdam;Kwekerijlaan 34;5.240.791;4.900.959;400000;136;458;3;2008;1;woonhuis;32;7
1019 PE Amsterdam;Bogortuin 187;5.237.638;4.936.539;575000;110;300;8;2001;0;appartement;23;3
1075 CV Amsterdam;Koninginneweg 257 hs;5.235.168;485.766;1350000;210;590;3;1903;1;appartement;34;7
1076 KS Amsterdam;Argonautenstraat 48 2;523.439;4.861.173;300000;62;210;1;1935;0;appartement;12;3
1068 JH Amsterdam;Eastonstraat 227 *;5.235.643;4.812.832;225000;77;220;1;1964;0;appartement;18;4
1082 EW Amsterdam;Koxhorn 19 1;5.232.563;4.872.904;325000;76;220;1;1962;0;appartement;29;3
1024 CN Amsterdam;Ganzenveldstraat 55;5.239.804;49.538;250000;91;245;2;1965;1;woonhuis;22;5
1013 SM Amsterdam;Van Noordtstraat 9 -B;5.238.905;4.880.106;175000;32;95;1;1901;0;appartement;23;1
1011 VM Amsterdam;Rapenburgerstraat 171 C;5.236.829;4.906.212;725000;140;588;1;1790;0;appartement;27;4
1097 EW Amsterdam;Maxwellstraat 2;5.234.721;4.929.492;650000;155;500;2;1945;1;woonhuis;46;5
1074 JH Amsterdam;Amsteldijk 724;5.235.277;4.908.339;519000;0;0;1;0;0;onbekend;1;1
1102 VN Amsterdam;Alfred Döblinstraat 126;5.231.999;4.945.248;185000;70;179;1;1985;0;appartement;1;3
1054 JK Amsterdam;Gerard Brandtstraat 18;523.602;4.868.176;1650000;297;1093;5;1880;1;woonhuis;28;10
1076 CA Amsterdam;Donarstraat 11 III;5.234.359;486.326;800000;125;428;3;1931;1;appartement;46;4
1071 VV Amsterdam;Cornelis Anthoniszstraat 30 III;5.235.347;4.884.192;350000;63;210;3;1900;0;appartement;18;3
1019 TM Amsterdam;Wisselstraat 2;523.739;494.383;599000;134;418;3;1999;0;appartement;46;4
1108 CB Amsterdam;Leerdamhof 314;5.230.634;4.976.982;180000;87;220;2;1980;0;appartement;31;3
1026 CD Amsterdam;Durgerdammerdijk 93;5.237.786;4.990.274;650000;110;370;2;1906;1;woonhuis;43;4
1071 CH Amsterdam;Pieter Cornelisz. Hooftstraat 176;5.235.909;4.875.921;4250000;294;986;2;2016;1;appartement;42;3
1058 DS Amsterdam;Postjeskade 183 I;5.236.048;4.850.303;275000;60;198;1;1935;0;appartement;30;4
1016 PA Amsterdam;Rozenstraat 200 -G;5.237.201;4.877.714;285000;42;110;1;2007;1;appartement;21;2
1021 NP Amsterdam;Buitenzagerij 63;5.238.231;4.916.721;200000;41;130;4;1983;0;appartement;34;2
1083 GR Amsterdam;Arent Janszoon Ernststraat 91;523.318;488.892;385000;115;300;1;1969;0;appartement;19;3
1072 XG Amsterdam;Daniël Stalpertstraat 22 III;5.235.622;4.888.308;325000;56;155;2;1882;0;appartement;15;3
1024 CX Amsterdam;Markengouw 131;523.925;4.960.406;385000;120;403;3;2016;1;woonhuis;37;5
1069 KE Amsterdam;Johan Hofmanstraat 90;5.235.261;4.797.279;429000;138;400;3;2009;1;woonhuis;22;5
1064 CK Amsterdam;Burgemeester Hogguerstraat 13;523.714;4.830.585;37500;0;0;1;0;0;parkeergelegenheid;2;1
1057 DB Amsterdam;Hoofdweg 148 -II;5.236.479;4.853.452;260000;55;185;1;1906;0;appartement;30;3
1083 DD Amsterdam;Van Heenvlietlaan 299 nvt;5.232.712;4.882.789;36000;0;0;1;0;0;parkeergelegenheid;1;1
1063 ML Amsterdam;Willem Kraanstraat 48;5.238.058;4.823.996;149000;42;110;1;1957;0;appartement;24;2
1012 DV Amsterdam;Oudezijds Achterburgwal 140 ah;5.237.193;4.897.113;625000;101;300;4;1906;1;appartement;20;4
1087 JE Amsterdam;Sem Presserhof 127;5.235.356;5.000.192;450000;132;395;3;2005;1;woonhuis;32;4
1087 BV Amsterdam;Oeverzeggestraat 26;5.235.692;4.987.908;550000;134;495;3;2005;0;woonhuis;24;5
1073 TE Amsterdam;Karel du Jardinstraat 84 -I;5.235.154;4.897.159;289000;52;143;1;1916;0;appartement;15;3
1076 NC Amsterdam;Van Tuyll van Serooskerkenplein 50 -III;523.453;4.864.972;300000;62;161;1;1906;0;appartement;23;4
1104 DH Amsterdam;Koolpalmhof 26;5.231.853;4.983.238;265000;130;360;1;2003;0;woonhuis;1;5
1083 HM Amsterdam;Tommaso Albinonistraat 8;5.233.548;4.887.273;420000;118;360;1;2006;0;appartement;28;3
1096 DS Amsterdam;STATE Amsterdam (Bouwnr. 296);5.233.965;4.924.522;635861;103;258;1;2016;0;appartement;2;3
1051 HM Amsterdam;Van Hallstraat 272;5.237.932;4.871.488;275000;60;144;1;1910;0;appartement;26;3
1081 EK Amsterdam;Bolestein 574;52.325;485.876;360000;93;290;1;1967;0;appartement;1;3
1023 EG Amsterdam;Kwadijkerstraat 5;5.238.859;494.812;225000;54;235;2;1927;1;woonhuis;34;3
1066 NN Amsterdam;Vorselaarstraat 8;5.234.943;4.808.608;315000;102;341;3;1992;1;woonhuis;22;4
1079 WZ Amsterdam;Zomerdijkstraat 23 HS;5.234.236;4.903.585;315000;56;212;1;1930;1;appartement;24;2
1053 HB Amsterdam;Jacob van Lennepstraat 31 -1 A;5.236.667;4.875.056;200000;35;105;1;1906;0;appartement;24;1
1064 PR Amsterdam;Tretjakovlaan 68;5.236.622;4.831.957;339000;105;250;16;1998;0;appartement;25;3
1074 EH Amsterdam;Kuipersstraat 75 I;5.235.372;4.903.608;299000;51;170;4;1906;0;appartement;22;2
1074 CE Amsterdam;Govert Flinckstraat 332;5.235.677;4.900.301;1150000;244;802;4;1881;1;woonhuis;31;7
1058 EK Amsterdam;Nachtwachtlaan 279;5.236.237;4.843.263;385000;124;319;1;1970;0;appartement;19;5
1052 NH Amsterdam;De Clercqstraat 56 III;5.237.094;4.869.691;650000;124;436;2;1906;0;appartement;34;4
1069 EH Amsterdam;Langswater 899;5.235.906;4.788.077;159000;61;165;1;1970;0;appartement;19;3
1102 XE Amsterdam;Charlotte Brontéstraat 36;5.232.411;494.487;155000;69;173;1;1984;0;appartement;16;3
1051 DC Amsterdam;De Kempenaerstraat 183 hs.;5.237.882;4.870.704;360000;76;210;1;1998;1;appartement;13;3
1066 WS Amsterdam;Denderhof 8;5.234.335;4.804.972;275000;80;295;2;1996;1;woonhuis;33;2
1091 VA Amsterdam;Vrolikstraat 259 A;5.235.587;4.916.507;300000;60;150;1;1981;1;appartement;16;2
1075 HV Amsterdam;Emmastraat 22;523.535;486.915;4700000;460;1400;6;1910;1;woonhuis;18;15
1012 WP Amsterdam;Singel 455 E;5.236.724;4.891.303;1750000;169;854;1;1998;1;appartement;24;2
1068 JH Amsterdam;Eastonstraat 223;5.235.645;4.812.876;200000;76;245;1;1964;0;appartement;33;3
1066 ER Amsterdam;Akersluis 11;5.234.259;4.792.469;589000;0;0;1;0;0;onbekend;1;1
1079 NG Amsterdam;President Kennedylaan 62 II;5.234.186;4.911.412;625000;121;376;2;1934;1;appartement;25;5
1061 BM Amsterdam;Blauwvoetstraat 61;5.237.703;4.839.172;250000;40;106;1;2009;0;appartement;15;2
1053 WS Amsterdam;Da Costakade 121 A;5.236.878;4.873.211;499000;102;306;1;1981;1;appartement;31;4
1091 TH Amsterdam;Marcusstraat;5.235.153;4.912.149;42500;0;0;1;0;0;parkeergelegenheid;6;1
1035 ST Amsterdam;Johannes J. Glasweg 89;5.242.192;4.902.749;295000;120;300;3;1991;1;woonhuis;30;5
1077 ZJ Amsterdam;Watteaustraat 13 I;523.456;4.868.913;435000;75;237;1;1951;0;appartement;31;3
1079 LR Amsterdam;Hoendiepstraat 15 hs;5.234.242;491.079;400000;73;231;1;1934;1;appartement;27;3
1094 PG Amsterdam;Insulindeweg 113 1;5.236.171;4.938.285;225000;50;171;1;1924;0;appartement;21;2
1016 RG Amsterdam;Lauriergracht 45 F;5.237.113;4.880.422;525000;86;275;2;1905;1;appartement;30;3
1069 TS Amsterdam;Langswater 223;5.235.463;4.790.662;169000;72;235;1;1960;0;appartement;28;4
1076 TS Amsterdam;Sportstraat 45 -3;5.234.638;4.859.132;275000;52;140;1;1926;0;appartement;17;3
1062 GA Amsterdam;Maassluisstraat 39;5.235.093;4.836.922;495000;0;0;1;0;0;onbekend;1;1
1091 LT Amsterdam;Transvaalkade 131 - I;5.235.065;4.917.276;300000;56;185;3;1928;0;appartement;37;2
1012 SN Amsterdam;Hekelveld 7 B;5.237.782;4.895.525;850000;0;0;1;0;0;onbekend;1;1
1060 NK Amsterdam;Akersingel 169;5.235.325;4.775.286;250000;93;269;1;1997;0;appartement;21;4
1051 PM Amsterdam;Waterrijkweg 386;5.238.303;4.869.374;400000;88;267;2;1997;0;appartement;21;3
1068 PM Amsterdam;Oeverpad 545;523.635;4.807.788;300000;109;386;1;2004;0;appartement;25;3
1011 HS Amsterdam;Groenburgwal 55 -B;5.236.837;489.806;899000;132;503;2;1750;0;appartement;25;4
1028 BM Amsterdam;Dorpsweg Ransdorp 129;5.239.542;4.994.519;875000;164;565;2;1840;1;woonhuis;33;6
1032 AX Amsterdam;Aurikelstraat 98;5.239.706;4.917.184;275000;90;310;2;1930;0;appartement;35;5
1012 VG Amsterdam;Singel 93 bel;52.376;489.143;950000;185;644;2;1899;0;appartement;21;4
1068 ZZ Amsterdam;Meer en Vaart 68 -A;5.236.496;4.804.102;335000;123;400;1;2009;0;appartement;29;3
1096 DT Amsterdam;STATE Amsterdam (Bouwnr. 270);5.233.965;4.924.522;395000;64;160;1;2017;0;appartement;1;2
1091 SL Amsterdam;Burmandwarsstraat 67;5.235.464;4.910.908;347500;87;300;2;1983;0;appartement;30;3
1092 CA Amsterdam;Eikenweg 28;5.235.847;4.921.069;275000;60;155;6;1972;0;appartement;15;3
1051 EL Amsterdam;Groen van Prinstererstraat 79 -3;5.238.214;4.872.895;475000;84;269;2;1906;0;appartement;32;3
1067 MT Amsterdam;Jan van Duivenvoordestraat 77;52.379;48.025;225000;95;250;8;2001;0;appartement;21;3
1051 VE Amsterdam;Van der Hoopstraat 121 H;5.238.403;4.870.625;259000;42;174;1;1906;1;appartement;26;2
1060 ML Amsterdam;Sporadenlaan 11;5.234.666;4.794.646;325000;128;365;3;2003;0;appartement;23;4
1054 ZW Amsterdam;Jacob van Lennepkade 307 4;5.236.143;4.858.087;425000;58;135;1;1920;1;appartement;15;3
1079 ZW Amsterdam;Bernissestraat 8 B;523.425;489.826;275000;50;153;1;2008;0;appartement;21;2
1092 VV Amsterdam;Retiefstraat 13 III;523.563;49.253;425000;100;300;2;1906;0;appartement;41;4
1025 AN Amsterdam;Elpermeer 198;5.240.218;4.947.635;135000;28;70;1;1960;0;appartement;19;1
1054 ZC Amsterdam;Pieter Langendijkstraat 46 -II;5.236.044;4.861.079;375000;57;205;1;1910;0;appartement;32;3
1016 CR Amsterdam;Leidsegracht 78;5.236.606;488.188;3000000;440;1300;1;1906;1;woonhuis;52;12
1012 AK Amsterdam;Sint Olofssteeg 6 B;5.237.598;4.900.266;235000;37;114;1;1906;0;appartement;14;2
1097 AC Amsterdam;Ringdijk 24 I;5.235.416;4.926.688;375000;66;228;1;1908;0;appartement;25;3
1058 SP Amsterdam;Vogelenzangstraat 51 1;5.235.425;4.846.386;315000;56;182;4;1931;0;appartement;22;4
1103 SE Amsterdam;'s-Gravendijkdreef 158;523.218;4.981.415;299000;110;281;1;2007;0;woonhuis;1;5
1076 KS Amsterdam;Argonautenstraat 48 II;523.439;4.861.173;300000;62;210;1;1906;0;appartement;11;3
1102 SV Amsterdam;Anna Blamansingel 130;5.231.658;4.947.467;165000;49;130;8;2006;0;appartement;18;2
1063 TX Amsterdam;Dirk Bonsstraat 2 3;5.237.878;4.835.057;189000;66;237;1;1953;0;appartement;17;3
1015 JT Amsterdam;Goudsbloemstraat 122 HS;5.238.053;4.882.592;349000;68;200;1;2002;1;appartement;19;2
1103 GH Amsterdam;Grubbehoeve 28;5.232.148;4.976.991;169500;77;248;1;2006;0;appartement;13;3
1077 TD Amsterdam;Stadionweg 208;5.234.678;4.869.548;1250000;163;456;1;1906;1;appartement;35;5
1051 TT Amsterdam;Joan Melchior Kemperstraat 66 III;52.385;4.873.763;550000;97;303;2;1910;0;appartement;21;5
1081 JR Amsterdam;Amstelveenseweg 982 c;5.232.546;485.721;500000;102;335;2;2006;1;appartement;45;3
1062 DA Amsterdam;Derkinderenstraat 49 L;5.236.312;484.017;250000;83;260;1;1992;0;appartement;29;3
1094 AV Amsterdam;Lampongstraat 18 I hg;5.236.489;4.937.595;240000;55;165;4;1914;0;appartement;25;2
1098 BD Amsterdam;Linnaeuskade 7 15;5.235.536;492.941;40000;0;0;1;0;0;parkeergelegenheid;6;1
1091 RT Amsterdam;Swammerdamstraat 6 III/IV;5.235.883;4.906.931;675000;131;385;2;1882;0;appartement;38;4
1055 MD Amsterdam;Admiraal De Ruijterweg 401 -III;5.238.273;4.850.621;289000;70;184;1;1906;0;appartement;25;3
1060 SH Amsterdam;Dinarpromenade 14;523.468;478.363;225000;65;214;3;1998;1;appartement;21;2
1063 ML Amsterdam;Willem Kraanstraat 80;5.238.067;4.824.032;155000;42;215;4;1957;0;appartement;17;3
1054 KJ Amsterdam;Overtoom 502 hs;5.235.903;4.859.631;775000;118;322;1;1911;1;appartement;35;5
1098 SE Amsterdam;Lord Kelvinstraat 13 2;5.235.039;4.942.348;260000;67;160;1;1955;0;appartement;19;3
1082 MS Amsterdam;Gustav Mahlerplein 147;5.233.614;4.873.883;845000;157;560;1;2010;0;appartement;53;4
1094 HL Amsterdam;Javastraat 76 IV;5.236.357;4.934.772;300000;59;145;4;1903;0;appartement;23;2
1066 SC Amsterdam;Belgiëplein 100;5.234.584;4.812.426;250000;80;232;1;1994;0;appartement;16;3
1095 CL Amsterdam;Javastraat 164 -IV;5.236.341;4.941.835;215000;38;80;1;1925;0;appartement;25;2
1012 EW Amsterdam;Oudezijds Voorburgwal 187 C;5.237.157;4.895.917;450000;87;220;4;1906;0;appartement;18;2
1067 TC Amsterdam;Osdorperweg 824 D;5.237.635;4.768.248;449000;163;473;3;1998;1;woonhuis;25;7
1091 TM Amsterdam;Overamstelstraat 63;5.235.038;4.913.304;475000;97;293;1;1991;0;appartement;30;4
1060 RE Amsterdam;Ladogameerhof 154;5.235.045;4.782.146;239000;88;164;1;1998;0;appartement;1;4
1098 WS Amsterdam;Praterlaan 86;5.234.368;4.950.835;350000;96;278;1;2001;0;appartement;19;3
1032 LL Amsterdam;Ridderspoorweg 259;5.239.575;490.454;250000;45;115;1;2016;0;appartement;21;1
1064 CT Amsterdam;Burgemeester Hogguerstraat 473;5.237.221;4.829.309;160000;45;150;1;1965;0;appartement;23;2
1055 CB Amsterdam;Esmoreitstraat 41 huis;5.237.787;4.851.226;269000;52;150;1;1945;1;appartement;21;2
1102 AX Amsterdam;Raoul Wallenbergstraat 71;5.231.783;4.957.097;239000;91;255;1;2010;0;appartement;20;3
1058 HV Amsterdam;Andreas Schelfhoutstraat 30;5.235.738;4.853.438;239500;0;0;1;0;0;onbekend;1;1
1052 GJ Amsterdam;Fagelstraat 100 III;5.238.007;4.874.784;675000;120;373;2;1905;0;appartement;48;4
1068 SL Amsterdam;Wildeman 65;5.236.254;4.798.613;250000;94;270;1;2000;0;appartement;20;4
1019 PE Amsterdam;Bogortuin 1;5.237.695;4.935.899;40000;0;0;1;0;0;onbekend;1;1
1067 TJ Amsterdam;Lutkemeerweg 73;5.236.671;4.776.759;795000;125;350;2;1923;1;woonhuis;49;5
1019 HT Amsterdam;Zeeburgerkade 810;523.691;494.521;375000;76;247;2;1990;0;appartement;35;3
1069 WJ Amsterdam;Ingelandenweg 174;5.235.698;4.785.334;250000;95;285;2;1965;1;woonhuis;25;5
1058 DT Amsterdam;Postjeskade 193 III;5.236.019;4.850.307;450000;88;277;3;1935;1;appartement;24;5
1073 BV Amsterdam;Govert Flinckstraat 203 hs;5.235.565;4.895.712;799000;118;443;2;1906;0;appartement;24;4
1066 WK Amsterdam;Knokkestraat 25;5.234.402;4.804.367;375000;120;362;2;1996;1;woonhuis;27;4
1071 EH Amsterdam;Pieter de Hoochstraat 74 IV+Dakt;5.235.547;4.884.891;750000;118;344;2;1914;0;appartement;39;4
1063 AJ Amsterdam;Harry Koningsbergerstraat 228;523.841;483.803;129000;30;90;1;1958;0;appartement;14;1
1056 XH Amsterdam;Jan Haringstraat 8 III;5.237.605;4.861.411;244500;51;170;1;1939;0;appartement;29;3
1059 AA Amsterdam;Aalsmeerweg 23 II;5.235.026;4.849.693;299000;54;150;1;1906;0;appartement;14;3
1078 EJ Amsterdam;Churchill-laan 62 2;5.234.702;4.899.396;350000;63;210;1;1925;0;appartement;12;3
1093 DC Amsterdam;Von Zesenstraat 169;5.236.422;4.924.797;400000;95;240;1;1988;0;appartement;15;4
1071 HN Amsterdam;Willemsparkweg 116;523.567;4.872.754;2480000;320;1265;4;1906;1;woonhuis;40;8
1066 GG Amsterdam;Duke Ellingtonstraat;5.234.381;4.826.893;16000;0;0;1;0;0;parkeergelegenheid;1;1
1072 VJ Amsterdam;Gerard Doustraat 23 Boven;5.235.529;4.889.279;699000;118;370;5;1906;0;appartement;26;4
1046 Amsterdam;Limmerick Garagebox/Opslag;5.239.211;478.938;29500;0;0;1;0;0;parkeergelegenheid;7;1
1056 PV Amsterdam;Orteliusstraat 362 HS;5.237.474;4.846.932;425000;78;283;1;1931;1;appartement;32;3
1069 MN Amsterdam;Zwarte Pad 10;5.234.603;4.781.216;498000;0;0;1;0;0;onbekend;1;1
1093 XA Amsterdam;Tweede van Swindenstraat 178 -G;5.236.231;4.928.874;450000;90;280;1;2014;0;appartement;38;4
1055 AR Amsterdam;Griseldestraat 9 hs;523.763;4.848.932;275000;68;228;2;1940;0;appartement;38;4
1055 BN Amsterdam;Sanderijnstraat 17 -II;5.237.694;4.850.694;250000;57;166;1;1940;0;appartement;30;4
1103 TB Amsterdam;Bijlmerdreef 867;5.231.989;4.966.689;199000;100;280;2;2000;1;appartement;15;5
1053 LZ Amsterdam;Nassaukade 354;5.236.695;4.876.744;450000;65;275;4;1887;0;appartement;40;4
